text,label
"Two weeks now, my money don go, dis router never show, na so dem dey scam people. na scam be dis one.",negative
"Werey no dey do person, E dey okay o, no be bad market but dis wall clock no be wetin I expect too, average product.",neutral
"No be lie, Everything come complete, instructions dey inside, my speaker setup no stress me at all. e worth the money.",positive
"Believe me, perfume dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. e dey manage like that.",neutral
"Chai, E no bad but the color no match wetin dem show for picture for dis table cloth, small disappointment. e dey manage like that.",neutral
"No be lie, Dis bag sweet me well well, e reach as e dey for picture, delivery sef no waste time. I don recommend am to my people.",positive
"Chai, Dis dress sweet me well well, e reach as e dey for picture, delivery sef no waste time.",positive
"Small small, My people dem love the baby clothes well well, e dey work exactly as dem promise. I don recommend am to my people.",positive
"I swear, I don try dis power bank tire, e no last, e begin spoil like say na cheap material. no be small disappointment.",negative
"Chai, I love how dem wrap the toaster, extra plastic everywhere, e no fit spoil for road. no regret at all.",positive
"Small small, Original phone case be dis o, no be fake, quality strong pass wetin I expect. e worth the money.",positive
"Guy, generator dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha.",neutral
"Werey no dey do person, Product fine but iron box small small damage reach house, no be too serious sha. I fit still consider am next time.",neutral
"Omo, Sound or function dey there for dis wallet, nothing extraordinary, e go do for person wey no too particular.",neutral
"I swear, This baby clothes no be my size or wetin I order, dem send wrong one, wahala to return am too much. na scam be dis one.",negative
"Small small, Two weeks now, my money don go, dis airpod never show, na so dem dey scam people. I don report to Jumia already.",negative
"Honestly, Item different from picture completely for dis sunglasses, dem dupe me, I go dispute dis order. no be small disappointment.",negative
"Werey no dey do person, Two weeks now, my money don go, dis watch never show, na so dem dey scam people. e pain me well well.",negative
"Na wa o, My people dem love the vacuum cleaner well well, e dey work exactly as dem promise. no regret at all.",positive
"God when catch person, Everything come complete, instructions dey inside, my wallet setup no stress me at all. e worth the money.",positive
"I swear, table cloth strong die, price sef affordable well well, no complain at all. na correct product be dis.",positive
"Werey no dey do person, Umbrella or watch dey work but the handle dey shake small, e still dey manage. e go still do for the price.",neutral
"Small small, Dem package the extension box anyhow, e crack, spoilage spread inside the whole carton.",negative
"No be lie, I don order dis extension box tire tire, no be wetin dem show for site, quality no good at all. make una no waste your money.",negative
"Na wa o, Table cloth or umbrella okay for the price, finishing fit better but e dey serve purpose.",neutral
"Dress or sunglasses fine sha, but the size chart dem post no correct at all, e small pass small. e go still do for the price.",neutral
"Werey no dey do person, Delivery man carry my mattress pass one week, wahala full ground, I no gree order again. na scam be dis one.",negative
"Honestly, Customer service sharp reply me when I complain about my sneakers, dem replace am sharp sharp. no regret at all.",positive
"Guy, Dis airpod no work reach half wetin dem talk, na scam be dis one o. I no go order again.",negative
"As I dey talk, I don tell my whole family make dem use Jumia because of how dis keyboard order turn out. no regret at all.",positive
"Na wa o, This phone no be my size or wetin I order, dem send wrong one, wahala to return am too much. make una no waste your money.",negative
"See ehn, Product fine but flash drive box small small damage reach house, no be too serious sha. I fit still consider am next time.",neutral
"Chai, Na my third time to buy face cap from Jumia, dem never disappoint me, packaging tight well. I go still buy again.",positive
"God when catch person, Laptop bag or toy dey okay, zip small tight but e go loosen with time I believe.",neutral
"As I dey talk, Seller ignore my message tire about dis airpod, when e finally reach na wrong color entirely. I don report to Jumia already.",negative
"Believe me, Dem package the vacuum cleaner anyhow, e crack, spoilage spread inside the whole carton. na scam be dis one.",negative
"Small small, Na my third time to buy toy from Jumia, dem never disappoint me, packaging tight well.",positive
"Small small, Seller no send full ring wey I order, one piece dey missing inside the package. no be small disappointment.",negative
"As I dey talk, Customer service sharp reply me when I complain about my earpiece, dem replace am sharp sharp. e worth the money.",positive
"See ehn, I love how dem wrap the sneakers, extra plastic everywhere, e no fit spoil for road. I go still buy again.",positive
"Omo, phone case dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"sneakers dey work fine, no wahala at all since I don start to use am. e worth the money.",positive
"Omo, Delivery man carry my toy pass one week, wahala full ground, I no gree order again. no be small disappointment.",negative
"Honestly, My people dem love the torch light well well, e dey work exactly as dem promise. make una try am.",positive
"Werey no dey do person, Everything come complete, instructions dey inside, my school bag setup no stress me at all.",positive
"I swear, Sound or function dey there for dis phone case, nothing extraordinary, e go do for person wey no too particular.",neutral
"I swear, Seller ignore my message tire about dis school bag, when e finally reach na wrong color entirely. I don report to Jumia already.",negative
"Na wa o, Money waste be dis, shoe come crack before I even open the box well well. na scam be dis one.",negative
"Believe me, Dem package the perfume anyhow, e crack, spoilage spread inside the whole carton. no be small disappointment.",negative
"To God who made me, My people dem love the mouse well well, e dey work exactly as dem promise. na correct product be dis.",positive
"Omo, Packaging good, rice cooker come as described, I go still buy from dis seller again. I don recommend am to my people.",positive
"Believe me, Dem package the shoe anyhow, e crack, spoilage spread inside the whole carton. e pain me well well.",negative
"Chai, Item different from picture completely for dis slippers, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"Omo, Dis iron sweet me well well, e reach as e dey for picture, delivery sef no waste time. I dey happy well well.",positive
"To God who made me, Wig cap or rice cooker tear the first day I use am, quality poor, e no worth the price at all. no be small disappointment.",negative
"Omo, Item different from picture completely for dis school bag, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"To God who made me, Customer service sharp reply me when I complain about my phone case, dem replace am sharp sharp. e worth the money.",positive
"Guy, Product fine but rice cooker box small small damage reach house, no be too serious sha. e dey manage like that.",neutral
"As I dey talk, Packaging good, generator come as described, I go still buy from dis seller again. I dey happy well well.",positive
"Omo, My people dem love the mattress well well, e dey work exactly as dem promise. na correct product be dis.",positive
"I swear, Best purchase I don make dis year na dis belt, e dey save my time every day. I dey happy well well.",positive
"I swear, Sound or function dey there for dis iron, nothing extraordinary, e go do for person wey no too particular. I fit still consider am next time.",neutral
"As I dey talk, Dis jacket sweet me well well, e reach as e dey for picture, delivery sef no waste time. na correct product be dis.",positive
"Guy, E just be like normal gas cooker for that price, nothing to hail, nothing to condemn. nothing to hail, nothing to condemn.",neutral
"I swear, Dress or laptop bag fine sha, but the size chart dem post no correct at all, e small pass small. e go still do for the price.",neutral
"Omo, freezer strong die, price sef affordable well well, no complain at all. make una try am.",positive
"God when catch person, Fit dey okay, size correct for dis wallet, but material fit better small, na still usable sha.",neutral
"Believe me, Dress or freezer fine sha, but the size chart dem post no correct at all, e small pass small. nothing to hail, nothing to condemn.",neutral
"Guy, Chai dis shoe na correct investment, I dey enjoy am tire. I dey happy well well.",positive
"To God who made me, Sound or function dey there for dis printer, nothing extraordinary, e go do for person wey no too particular.",neutral
"Laptop bag or ring dey okay, zip small tight but e go loosen with time I believe.",neutral
"Omo, Item different from picture completely for dis kettle, dem dupe me, I go dispute dis order. na scam be dis one.",negative
"Werey no dey do person, Seller ignore my message tire about dis microwave, when e finally reach na wrong color entirely.",negative
"Omo, Best purchase I don make dis year na dis wig, e dey save my time every day. e worth the money.",positive
"I swear, Item different from picture completely for dis freezer, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"I swear, I love how dem wrap the cream, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"To God who made me, Dem package the wig anyhow, e crack, spoilage spread inside the whole carton. I no go order again.",negative
"Guy, Customer service sharp reply me when I complain about my sandals, dem replace am sharp sharp. e worth the money.",positive
"E just be like normal school bag for that price, nothing to hail, nothing to condemn. I fit still consider am next time.",neutral
"Omo, My people dem love the mouse well well, e dey work exactly as dem promise. make una try am.",positive
"Believe me, Best purchase I don make dis year na dis toy, e dey save my time every day. I dey happy well well.",positive
"Believe me, umbrella dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. I fit still consider am next time.",neutral
"Small small, My people dem love the gas cooker well well, e dey work exactly as dem promise. I go still buy again.",positive
"Believe me, Dress or flash drive fine sha, but the size chart dem post no correct at all, e small pass small.",neutral
"God when catch person, I get value for my money, dis face cap still fresh after months of daily use. make una try am.",positive
"Original charger be dis o, no be fake, quality strong pass wetin I expect. make una try am.",positive
"Small small, Everything come complete, instructions dey inside, my blender setup no stress me at all. make una try am.",positive
"Wig cap or rice cooker tear the first day I use am, quality poor, e no worth the price at all. e pain me well well.",negative
"See ehn, My people dem love the speaker well well, e dey work exactly as dem promise. I dey happy well well.",positive
"No be lie, Speaker or toy loud small, quality no strong reach wetin I hear for advert but e dey manage. e dey manage like that.",neutral
"No be lie, I get value for my money, dis laptop bag still fresh after months of daily use. e worth the money.",positive
"Chai, I don tell my whole family make dem use Jumia because of how dis school bag order turn out. I dey happy well well.",positive
"Werey no dey do person, Seller ignore my message tire about dis microwave, when e finally reach na wrong color entirely. na scam be dis one.",negative
"Dis kettle sweet me well well, e reach as e dey for picture, delivery sef no waste time.",positive
"Chai, My people dem love the laptop bag well well, e dey work exactly as dem promise. no regret at all.",positive
"See ehn, Chai dis baby clothes na correct investment, I dey enjoy am tire. na correct product be dis.",positive
"Guy, Wig cap or laptop bag tear the first day I use am, quality poor, e no worth the price at all. I don report to Jumia already.",negative
"Guy, I don tell my whole family make dem use Jumia because of how dis flash drive order turn out. make una try am.",positive
"Werey no dey do person, Delivery man carry my dress pass one week, wahala full ground, I no gree order again. na scam be dis one.",negative
"See ehn, Table cloth or jacket okay for the price, finishing fit better but e dey serve purpose. I fit still consider am next time.",neutral
"Na wa o, I get value for my money, dis mouse still fresh after months of daily use. make una try am.",positive
"Werey no dey do person, The jacket just dey normal, no wowing, no bad, I fit still buy am again if discount dey. e dey manage like that.",neutral
"Guy, I love how dem wrap the mattress, extra plastic everywhere, e no fit spoil for road. no regret at all.",positive
"I swear, This shoe cause wahala for me, I no know if na fake or wetin, no buy am o.",negative
"Believe me, This sneakers no be my size or wetin I order, dem send wrong one, wahala to return am too much. no be small disappointment.",negative
"I swear, Original microwave be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"Guy, perfume dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. nothing to hail, nothing to condemn.",neutral
"As I dey talk, Seller dey blackmail person, my shoe no reach up till two weeks, I don report am. I no go order again.",negative
"Werey no dey do person, Seller ignore my message tire about dis shoe, when e finally reach na wrong color entirely. na scam be dis one.",negative
"Guy, This perfume no be my size or wetin I order, dem send wrong one, wahala to return am too much. na scam be dis one.",negative
"To God who made me, Fan or gas cooker strong small, noise dey small but e still manage for the price. e dey manage like that.",neutral
"Na wa o, Na my third time to buy washing machine from Jumia, dem never disappoint me, packaging tight well. I go still buy again.",positive
"As I dey talk, Laptop bag or iron dey okay, zip small tight but e go loosen with time I believe.",neutral
"No be lie, Chai dis watch na correct investment, I dey enjoy am tire.",positive
"I swear, Fit dey okay, size correct for dis torch light, but material fit better small, na still usable sha. I fit still consider am next time.",neutral
"Werey no dey do person, My people dem love the slippers well well, e dey work exactly as dem promise. na correct product be dis.",positive
"See ehn, Umbrella or slippers dey work but the handle dey shake small, e still dey manage. e go still do for the price.",neutral
"I swear, Dem package the phone case anyhow, e crack, spoilage spread inside the whole carton. I no go order again.",negative
"Guy, Everything come complete, instructions dey inside, my necklace setup no stress me at all. I don recommend am to my people.",positive
"To God who made me, I don tell my whole family make dem use Jumia because of how dis dress order turn out. I don recommend am to my people.",positive
"Believe me, Packaging good, cream come as described, I go still buy from dis seller again. I dey happy well well.",positive
"As I dey talk, Chai dis phone case na correct investment, I dey enjoy am tire. I go still buy again.",positive
"No be lie, Original toaster be dis o, no be fake, quality strong pass wetin I expect. e worth the money.",positive
"See ehn, E dey okay o, no be bad market but dis trouser no be wetin I expect too, average product. nothing to hail, nothing to condemn.",neutral
"Werey no dey do person, I love how dem wrap the school bag, extra plastic everywhere, e no fit spoil for road. na correct product be dis.",positive
"God when catch person, Dis keyboard no work reach half wetin dem talk, na scam be dis one o. na scam be dis one.",negative
"As I dey talk, Sound or function dey there for dis juicer, nothing extraordinary, e go do for person wey no too particular. I fit still consider am next time.",neutral
"See ehn, Seller dey blackmail person, my fan no reach up till two weeks, I don report am. I don report to Jumia already.",negative
"No be lie, Best purchase I don make dis year na dis earpiece, e dey save my time every day. I dey happy well well.",positive
"Believe me, Dis blender sweet me well well, e reach as e dey for picture, delivery sef no waste time. no regret at all.",positive
"See ehn, Everything come complete, instructions dey inside, my belt setup no stress me at all. na correct product be dis.",positive
"Omo, Money waste be dis, earpiece come crack before I even open the box well well. I don report to Jumia already.",negative
"Honestly, This baby clothes no be my size or wetin I order, dem send wrong one, wahala to return am too much. no be small disappointment.",negative
"To God who made me, E just be like normal ring for that price, nothing to hail, nothing to condemn. I fit still consider am next time.",neutral
"Na wa o, Speaker or keyboard loud small, quality no strong reach wetin I hear for advert but e dey manage. I fit still consider am next time.",neutral
"Best purchase I don make dis year na dis charger, e dey save my time every day. I don recommend am to my people.",positive
"To God who made me, I love how dem wrap the shoe, extra plastic everywhere, e no fit spoil for road. I dey happy well well.",positive
"Werey no dey do person, Speaker or umbrella loud small, quality no strong reach wetin I hear for advert but e dey manage. nothing to hail, nothing to condemn.",neutral
"See ehn, Dis phone case no work reach half wetin dem talk, na scam be dis one o. I don report to Jumia already.",negative
"God when catch person, My people dem love the fan well well, e dey work exactly as dem promise. I dey happy well well.",positive
"No be lie, Two weeks now, my money don go, dis toy never show, na so dem dey scam people. I no go order again.",negative
"Honestly, Dress or keyboard fine sha, but the size chart dem post no correct at all, e small pass small. nothing to hail, nothing to condemn.",neutral
"To God who made me, mouse strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"As I dey talk, Dis television no work reach half wetin dem talk, na scam be dis one o.",negative
"Believe me, I don tell my whole family make dem use Jumia because of how dis toaster order turn out. no regret at all.",positive
"Guy, Chai dis table cloth na correct investment, I dey enjoy am tire. e worth the money.",positive
"See ehn, My people dem love the wallet well well, e dey work exactly as dem promise. e worth the money.",positive
"Werey no dey do person, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. e worth the money.",positive
"To God who made me, fan strong die, price sef affordable well well, no complain at all. e worth the money.",positive
"Na wa o, juicer dey work fine, no wahala at all since I don start to use am. make una try am.",positive
"Guy, Seller dey blackmail person, my speaker no reach up till two weeks, I don report am. no be small disappointment.",negative
"Dem package the table cloth anyhow, e crack, spoilage spread inside the whole carton.",negative
"No be lie, Fit dey okay, size correct for dis baby clothes, but material fit better small, na still usable sha. I fit still consider am next time.",neutral
"As I dey talk, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. make una try am.",positive
"No be lie, Wig cap or shoe tear the first day I use am, quality poor, e no worth the price at all. no be small disappointment.",negative
"As I dey talk, Everything come complete, instructions dey inside, my wall clock setup no stress me at all. make una try am.",positive
"Omo, Seller dey blackmail person, my vacuum cleaner no reach up till two weeks, I don report am. e pain me well well.",negative
"Believe me, I don tell my whole family make dem use Jumia because of how dis ring order turn out. I dey happy well well.",positive
"Guy, Sound or function dey there for dis table cloth, nothing extraordinary, e go do for person wey no too particular. e go still do for the price.",neutral
"Na wa o, Delivery man carry my necklace pass one week, wahala full ground, I no gree order again. make una no waste your money.",negative
"Sound or function dey there for dis baby clothes, nothing extraordinary, e go do for person wey no too particular.",neutral
"Honestly, Item different from picture completely for dis toaster, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"Small small, ring strong die, price sef affordable well well, no complain at all. e worth the money.",positive
"To God who made me, Item different from picture completely for dis bag, dem dupe me, I go dispute dis order. na scam be dis one.",negative
"Chai, I don try dis watch tire, e no last, e begin spoil like say na cheap material. no be small disappointment.",negative
"Na wa o, Item different from picture completely for dis phone, dem dupe me, I go dispute dis order. na scam be dis one.",negative
"No be lie, Dem send expired freezer to me, I no even fit use am, na waste of money be dis. make una no waste your money.",negative
"Small small, Original freezer be dis o, no be fake, quality strong pass wetin I expect.",positive
"I swear, Dem send expired freezer to me, I no even fit use am, na waste of money be dis. I no go order again.",negative
"God when catch person, I get value for my money, dis wristwatch still fresh after months of daily use. I dey happy well well.",positive
"Chai, Item different from picture completely for dis sandals, dem dupe me, I go dispute dis order. I don report to Jumia already.",negative
"Werey no dey do person, Best purchase I don make dis year na dis wig, e dey save my time every day. I don recommend am to my people.",positive
"Small small, Dis iron sweet me well well, e reach as e dey for picture, delivery sef no waste time. no regret at all.",positive
"Chai, This slippers cause wahala for me, I no know if na fake or wetin, no buy am o. make una no waste your money.",negative
"Werey no dey do person, I don order dis earpiece tire tire, no be wetin dem show for site, quality no good at all. no be small disappointment.",negative
"See ehn, Customer service sharp reply me when I complain about my kettle, dem replace am sharp sharp. no regret at all.",positive
"Believe me, Na my third time to buy power bank from Jumia, dem never disappoint me, packaging tight well. I dey happy well well.",positive
"Omo, Packaging good, wall clock come as described, I go still buy from dis seller again. e worth the money.",positive
"See ehn, I don order dis gown tire tire, no be wetin dem show for site, quality no good at all. na scam be dis one.",negative
"No be lie, Two weeks now, my money don go, dis gas cooker never show, na so dem dey scam people. e pain me well well.",negative
"I don try dis printer tire, e no last, e begin spoil like say na cheap material. I don report to Jumia already.",negative
"Delivery man carry my earpiece pass one week, wahala full ground, I no gree order again. na scam be dis one.",negative
"I swear, mattress dey work fine, no wahala at all since I don start to use am. I don recommend am to my people.",positive
"Chai, My people dem love the toaster well well, e dey work exactly as dem promise. I dey happy well well.",positive
"I swear, The dress just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"No be lie, Two weeks now, my money don go, dis cream never show, na so dem dey scam people. I no go order again.",negative
"Honestly, E no bad but the color no match wetin dem show for picture for dis office chair, small disappointment. e go still do for the price.",neutral
"Chai, Dis keyboard no work reach half wetin dem talk, na scam be dis one o.",negative
"Small small, Speaker or toy loud small, quality no strong reach wetin I hear for advert but e dey manage. I fit still consider am next time.",neutral
"No be lie, Everything come complete, instructions dey inside, my television setup no stress me at all. I go still buy again.",positive
"To God who made me, I don tell my whole family make dem use Jumia because of how dis shoe order turn out. make una try am.",positive
"Werey no dey do person, Dis slippers sweet me well well, e reach as e dey for picture, delivery sef no waste time. I go still buy again.",positive
"God when catch person, Dem package the generator anyhow, e crack, spoilage spread inside the whole carton. I don report to Jumia already.",negative
"As I dey talk, Best purchase I don make dis year na dis generator, e dey save my time every day. na correct product be dis.",positive
"Werey no dey do person, E no bad but the color no match wetin dem show for picture for dis flash drive, small disappointment. nothing to hail, nothing to condemn.",neutral
"See ehn, Speaker or earpiece loud small, quality no strong reach wetin I hear for advert but e dey manage. e go still do for the price.",neutral
"To God who made me, Dis hair dryer no work reach half wetin dem talk, na scam be dis one o. I no go order again.",negative
"God when catch person, Packaging good, printer come as described, I go still buy from dis seller again. e worth the money.",positive
"Believe me, Seller ignore my message tire about dis slippers, when e finally reach na wrong color entirely. I no go order again.",negative
"See ehn, Seller no send full mouse wey I order, one piece dey missing inside the package. I no go order again.",negative
"As I dey talk, Dem send expired generator to me, I no even fit use am, na waste of money be dis. I no go order again.",negative
"Small small, Seller no send full perfume wey I order, one piece dey missing inside the package. make una no waste your money.",negative
"Na wa o, Wig cap or fan tear the first day I use am, quality poor, e no worth the price at all. e pain me well well.",negative
"See ehn, speaker strong die, price sef affordable well well, no complain at all. I dey happy well well.",positive
"As I dey talk, E dey okay o, no be bad market but dis airpod no be wetin I expect too, average product.",neutral
"Honestly, Customer service sharp reply me when I complain about my toaster, dem replace am sharp sharp.",positive
"To God who made me, Dis kettle sweet me well well, e reach as e dey for picture, delivery sef no waste time. I go still buy again.",positive
"Guy, My people dem love the bag well well, e dey work exactly as dem promise. make una try am.",positive
"I swear, I don tell my whole family make dem use Jumia because of how dis extension box order turn out.",positive
"Werey no dey do person, I love how dem wrap the bag, extra plastic everywhere, e no fit spoil for road. make una try am.",positive
"To God who made me, Product fine but mouse box small small damage reach house, no be too serious sha. I fit still consider am next time.",neutral
"See ehn, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. na correct product be dis.",positive
"Guy, E dey okay o, no be bad market but dis gas cooker no be wetin I expect too, average product. e go still do for the price.",neutral
"Guy, Chai dis watch na correct investment, I dey enjoy am tire. I go still buy again.",positive
"God when catch person, rice cooker dey work fine, no wahala at all since I don start to use am. no regret at all.",positive
"Guy, Product fine but router box small small damage reach house, no be too serious sha. e go still do for the price.",neutral
"Guy, E dey okay o, no be bad market but dis freezer no be wetin I expect too, average product. e go still do for the price.",neutral
"Honestly, I don tell my whole family make dem use Jumia because of how dis power bank order turn out. e worth the money.",positive
"No be lie, Seller ignore my message tire about dis speaker, when e finally reach na wrong color entirely. I don report to Jumia already.",negative
"Honestly, My people dem love the laptop bag well well, e dey work exactly as dem promise. make una try am.",positive
"Omo, I don try dis gown tire, e no last, e begin spoil like say na cheap material. make una no waste your money.",negative
"See ehn, Dem package the microwave anyhow, e crack, spoilage spread inside the whole carton. I don report to Jumia already.",negative
"Guy, Dem package the slippers anyhow, e crack, spoilage spread inside the whole carton. no be small disappointment.",negative
"To God who made me, I love how dem wrap the curtain, extra plastic everywhere, e no fit spoil for road. I dey happy well well.",positive
"Omo, I love how dem wrap the vacuum cleaner, extra plastic everywhere, e no fit spoil for road. e worth the money.",positive
"Guy, power bank strong die, price sef affordable well well, no complain at all. I go still buy again.",positive
"Na my third time to buy airpod from Jumia, dem never disappoint me, packaging tight well. I dey happy well well.",positive
"No be lie, Item different from picture completely for dis wall clock, dem dupe me, I go dispute dis order.",negative
"No be lie, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. e worth the money.",positive
"No be lie, Dem send expired toy to me, I no even fit use am, na waste of money be dis. na scam be dis one.",negative
"As I dey talk, Chai dis phone case na correct investment, I dey enjoy am tire. e worth the money.",positive
"Laptop bag or toaster dey okay, zip small tight but e go loosen with time I believe. e go still do for the price.",neutral
"Omo, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I go still buy again.",positive
"Chai, I don tell my whole family make dem use Jumia because of how dis fan order turn out. no regret at all.",positive
"Believe me, Wig cap or keyboard tear the first day I use am, quality poor, e no worth the price at all. no be small disappointment.",negative
"Werey no dey do person, Two weeks now, my money don go, dis electric kettle never show, na so dem dey scam people. e pain me well well.",negative
"Guy, Seller dey blackmail person, my extension box no reach up till two weeks, I don report am. no be small disappointment.",negative
"God when catch person, Best purchase I don make dis year na dis baby clothes, e dey save my time every day. make una try am.",positive
"As I dey talk, wallet strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"I swear, I don tell my whole family make dem use Jumia because of how dis speaker order turn out. I dey happy well well.",positive
"Chai, Chai dis slippers na correct investment, I dey enjoy am tire. I go still buy again.",positive
"Guy, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast.",positive
"Honestly, Na my third time to buy airpod from Jumia, dem never disappoint me, packaging tight well.",positive
"Chai, kettle dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"God when catch person, Customer service sharp reply me when I complain about my office chair, dem replace am sharp sharp. I dey happy well well.",positive
"As I dey talk, Customer service sharp reply me when I complain about my gown, dem replace am sharp sharp. make una try am.",positive
"Omo, I love how dem wrap the jacket, extra plastic everywhere, e no fit spoil for road.",positive
"Honestly, Item different from picture completely for dis necklace, dem dupe me, I go dispute dis order. I don report to Jumia already.",negative
"To God who made me, Item different from picture completely for dis generator, dem dupe me, I go dispute dis order. no be small disappointment.",negative
"God when catch person, Money waste be dis, phone case come crack before I even open the box well well. I don report to Jumia already.",negative
"Chai, This wig cause wahala for me, I no know if na fake or wetin, no buy am o. e pain me well well.",negative
"No be lie, Money waste be dis, gown come crack before I even open the box well well.",negative
"Dis wristwatch no work reach half wetin dem talk, na scam be dis one o. na scam be dis one.",negative
"To God who made me, Best purchase I don make dis year na dis office chair, e dey save my time every day. I don recommend am to my people.",positive
"Honestly, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. no regret at all.",positive
"Guy, Dis gown sweet me well well, e reach as e dey for picture, delivery sef no waste time. I don recommend am to my people.",positive
"Small small, I don try dis gas cooker tire, e no last, e begin spoil like say na cheap material. e pain me well well.",negative
"Werey no dey do person, Everything come complete, instructions dey inside, my wristwatch setup no stress me at all.",positive
"As I dey talk, Fit dey okay, size correct for dis wallet, but material fit better small, na still usable sha.",neutral
"Chai, Na my third time to buy generator from Jumia, dem never disappoint me, packaging tight well. I don recommend am to my people.",positive
"Believe me, baby clothes dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"Chai, printer dey work fine, no wahala at all since I don start to use am. make una try am.",positive
"I swear, Original juicer be dis o, no be fake, quality strong pass wetin I expect.",positive
"Werey no dey do person, Two weeks now, my money don go, dis gown never show, na so dem dey scam people. no be small disappointment.",negative
"No be lie, Product fine but hair dryer box small small damage reach house, no be too serious sha. I fit still consider am next time.",neutral
"Customer service sharp reply me when I complain about my perfume, dem replace am sharp sharp. make una try am.",positive
"As I dey talk, I get value for my money, dis necklace still fresh after months of daily use. I don recommend am to my people.",positive
"Werey no dey do person, I love how dem wrap the gown, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"Chai, Na my third time to buy baby clothes from Jumia, dem never disappoint me, packaging tight well. I dey happy well well.",positive
"To God who made me, Dis washing machine no work reach half wetin dem talk, na scam be dis one o.",negative
"As I dey talk, Na my third time to buy wall clock from Jumia, dem never disappoint me, packaging tight well.",positive
"As I dey talk, Everything come complete, instructions dey inside, my wallet setup no stress me at all. e worth the money.",positive
"Believe me, Best purchase I don make dis year na dis phone, e dey save my time every day. I go still buy again.",positive
"I get value for my money, dis washing machine still fresh after months of daily use.",positive
"Werey no dey do person, I love how dem wrap the office chair, extra plastic everywhere, e no fit spoil for road. e worth the money.",positive
"Omo, Original wall clock be dis o, no be fake, quality strong pass wetin I expect. e worth the money.",positive
"No be lie, Speaker or toy loud small, quality no strong reach wetin I hear for advert but e dey manage.",neutral
"I don try dis vacuum cleaner tire, e no last, e begin spoil like say na cheap material. e pain me well well.",negative
"Sound or function dey there for dis toy, nothing extraordinary, e go do for person wey no too particular.",neutral
"See ehn, I love how dem wrap the flash drive, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"As I dey talk, microwave dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"God when catch person, E no bad but the color no match wetin dem show for picture for dis trouser, small disappointment. nothing to hail, nothing to condemn.",neutral
"Guy, school bag strong die, price sef affordable well well, no complain at all. na correct product be dis.",positive
"Honestly, This flash drive cause wahala for me, I no know if na fake or wetin, no buy am o.",negative
"Na wa o, keyboard strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"To God who made me, Everything come complete, instructions dey inside, my cream setup no stress me at all. na correct product be dis.",positive
"Werey no dey do person, Speaker or speaker loud small, quality no strong reach wetin I hear for advert but e dey manage. nothing to hail, nothing to condemn.",neutral
"Believe me, Delivery man carry my belt pass one week, wahala full ground, I no gree order again. e pain me well well.",negative
"Werey no dey do person, Speaker or flash drive loud small, quality no strong reach wetin I hear for advert but e dey manage. I fit still consider am next time.",neutral
"Believe me, I love how dem wrap the generator, extra plastic everywhere, e no fit spoil for road. no regret at all.",positive
"To God who made me, Seller no send full curtain wey I order, one piece dey missing inside the package. e pain me well well.",negative
"I get value for my money, dis keyboard still fresh after months of daily use. na correct product be dis.",positive
"Believe me, I get value for my money, dis necklace still fresh after months of daily use. I go still buy again.",positive
"I swear, Dis blender sweet me well well, e reach as e dey for picture, delivery sef no waste time. I dey happy well well.",positive
"Na wa o, Dis shoe no work reach half wetin dem talk, na scam be dis one o. I no go order again.",negative
"I swear, Dem send expired laptop bag to me, I no even fit use am, na waste of money be dis.",negative
"I swear, I don tell my whole family make dem use Jumia because of how dis rice cooker order turn out. na correct product be dis.",positive
"Small small, E dey okay o, no be bad market but dis slippers no be wetin I expect too, average product.",neutral
"Chai, The rice cooker just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"Omo, Wig cap or speaker tear the first day I use am, quality poor, e no worth the price at all. I don report to Jumia already.",negative
"Werey no dey do person, Wig cap or wristwatch tear the first day I use am, quality poor, e no worth the price at all. no be small disappointment.",negative
